STARTDATA
KLIMBIC OUTPUT FILE
MS EXCEL FORMAT
System,No System Name
User,Operant
Date,25-Feb-2020
Time,13:53
Box Index,1
ExptType,0
SessionRecord,60

Session Title,SCB
Protocol Title,grating orientation discrimination with punishment and distractors (bug fixed)
Protocol Description,nose-touch one of the two locations according to stimulus orientation (2AFC) + ignore distractor + punishment for wrong selection
Analysis Ref,CS-101
Dose Details,Index,0
Dose Table Item
n.a.
0
Unassigned
300
Subject Id,SCB06
DB Ref,SCB_nbk_shaping07
DB Group,-1
Day Table,Image Discrimination Day Table
Duration,192000
Pellet Count,0
Fluid Count,60
Air Puff Count,0
Shock Count,0
F10 Sensor,X(0),
SL Target,1
SL Dummy,2
SS Target,1
SS Dummy,2
SensorTC
S(1),
120,
AutoControl,Index,0,
AC Comment,,T0_1 - 1T0D (120x120)  VT/HZ = 1:1 (Tc-6)
01_cross,02_responsebox,03_mask_060,hz6_060,hz6_080,hz6_100,hz6_120,vt6_060,vt6_080,vt6_100,vt6_120,hz1_120,vt1_120,hz2_120,vt2_120,hz3_120,vt3_120,hz4_120,vt4_120,hz5_120,vt5_120,hz7_120,vt7_120,hz8_120,vt8_120,hz6_110,hz1_110,vt6_110,vt1_110,hz2_110,vt2_110,hz3_110,vt3_110,hz4_110,vt4_110,hz5_110,vt5_110,hz6_110,vt6_110,hz7_110,vt7_110,hz8_110,vt8_110,
Image Discrim Details
Trials,Banked,RptInc,RptMssd,CTLimited,CTLimit,All_Trials,C_Trials,I_Trials,M_Trials,Ex_Crcn_Trials
200,0,0,0,0,1000,1,0,0,0,0,
Trial,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,
T1ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2Mode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
T2TGType,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
T2TGIndex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2Freq,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,
T2Ampl,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
T2Burst,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
T2Period,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,
T2Delay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T2ToneCount,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,


Trials

,,,,Stage (4),Stage (4),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (5),Stage (9),Stage (9),Stage (10),Stage (12),Stage (12),
Trial,,Item,TT,,,,,Target,Dummy,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,Count :-,,,Reward,,,
Ref,Outcome,Index,Index,Entry,Exit,Entry,Exit,Report,Report,W(1),W(2),W(3),W(4),W(5),W(6),W(7),Entry,Exit,Count :-,Entry,Exit,
0,0,0,0,1003,1021,1021,1068,1068,0,0,0,1,0,0,0,0,1068,1168,0,1168,1247,
1,2,1,1,1250,5132,5132,6132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,0,1,2,6135,6153,6153,6324,6324,0,0,1,0,1,0,0,0,6324,6424,0,6424,6457,
3,0,0,3,6460,8886,8886,8941,8941,0,0,0,1,0,0,0,0,8941,9041,0,9041,9054,
4,1,0,4,9057,11720,11720,11851,0,11851,0,0,0,1,0,0,0,0,0,0,0,0,
5,1,1,5,12004,12031,12031,12057,0,12057,0,0,1,0,0,0,0,0,0,0,0,0,
6,0,1,6,12210,12219,12219,12817,12817,0,0,1,0,1,0,0,0,12817,12917,0,12917,12937,
7,0,0,7,12940,15834,15834,15918,15918,0,0,0,1,0,0,0,0,15918,16018,0,16018,16033,
8,0,1,8,16036,18739,18739,19225,19225,0,0,0,0,1,0,0,0,19225,19325,0,19325,19344,
9,0,0,9,19347,21385,21385,21448,21448,0,0,1,1,0,0,0,0,21448,21548,0,21548,21641,
10,0,1,10,21644,24438,24438,24472,24472,0,0,0,0,1,0,0,0,24472,24572,0,24572,24607,
11,0,0,11,24610,27406,27406,27497,27497,0,0,1,1,0,0,0,0,27497,27597,0,27597,27600,
12,0,0,12,27603,30327,30327,30467,30467,0,0,0,1,0,0,0,0,30467,30567,0,30567,30616,
13,1,0,13,30619,33310,33310,33397,0,33397,0,0,0,1,0,0,0,0,0,0,0,0,
14,0,1,14,33550,34347,34347,34444,34444,0,0,0,0,1,0,0,0,34444,34544,0,34544,34569,
15,0,1,15,34572,36509,36509,36716,36716,0,0,0,0,1,0,0,0,36716,36816,0,36816,36818,
16,0,1,16,36821,40028,40028,40603,40603,0,0,0,0,1,0,0,0,40603,40703,0,40703,40772,
17,0,1,17,40775,43549,43549,44526,44526,0,0,0,0,1,0,0,0,44526,44626,0,44626,44672,
18,0,1,18,44675,47365,47365,47610,47610,0,0,0,0,1,0,0,0,47610,47710,0,47710,47756,
19,1,0,19,47759,52284,52284,52412,0,52412,0,0,0,1,0,0,0,0,0,0,0,0,
20,0,0,20,52565,52837,52837,52977,52977,0,0,1,1,0,0,0,0,52977,53077,0,53077,53094,
21,0,1,21,53097,55804,55804,55981,55981,0,0,0,0,1,0,0,0,55981,56081,0,56081,56121,
22,0,0,22,56124,58813,58813,59430,59430,0,0,1,1,0,0,0,0,59430,59530,0,59530,59550,
23,0,0,23,59553,62026,62026,62477,62477,0,0,1,1,0,0,0,0,62477,62577,0,62577,62617,
24,0,0,24,62620,64916,64916,65814,65814,0,0,4,1,0,0,0,0,65814,65914,0,65914,65940,
25,1,0,25,65943,68679,68679,69388,0,69388,0,2,0,1,0,0,0,0,0,0,0,0,
26,0,1,26,69541,69949,69949,69983,69983,0,0,0,0,1,0,0,0,69983,70083,0,70083,70106,
27,0,1,27,70109,72582,72582,72708,72708,0,0,0,0,1,0,0,0,72708,72808,0,72808,72857,
28,0,1,28,72860,75871,75871,75910,75910,0,0,0,0,1,0,0,0,75910,76010,0,76010,76050,
29,0,1,29,76053,79105,79105,79125,79125,0,0,0,0,1,0,0,0,79125,79225,0,79225,79270,
30,0,0,30,79273,81892,81892,82116,82116,0,0,2,1,0,0,0,0,82116,82216,0,82216,82228,
31,1,0,31,82231,85488,85488,85777,0,85777,0,1,0,1,0,0,0,0,0,0,0,0,
32,0,0,32,85930,85995,85995,86019,86019,0,0,0,1,0,0,0,0,86019,86119,0,86119,86169,
33,0,0,33,86172,88388,88388,88447,88447,0,0,0,1,0,0,0,0,88447,88547,0,88547,88588,
34,0,0,34,88591,90312,90312,90443,90443,0,0,1,1,0,0,0,0,90443,90543,0,90543,90625,
35,0,1,35,90628,92959,92959,93558,93558,0,0,0,0,1,0,0,0,93558,93658,0,93658,93716,
36,0,0,36,93719,96317,96317,96805,96805,0,0,2,1,0,0,0,0,96805,96905,0,96905,96959,
37,0,1,37,96962,99274,99274,99555,99555,0,0,0,0,1,0,0,0,99555,99655,0,99655,99720,
38,0,1,38,99723,102126,102126,102249,102249,0,0,0,0,1,0,0,0,102249,102349,0,102349,102405,
39,0,1,39,102408,104901,104901,105410,105410,0,0,0,0,1,0,0,0,105410,105510,0,105510,105543,
40,0,0,40,105546,108438,108438,108471,108471,0,0,0,1,0,0,0,0,108471,108571,0,108571,108769,
41,2,1,41,108772,111652,111652,112652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
42,0,1,42,112655,113013,113013,113038,113038,0,0,0,0,1,0,0,0,113038,113138,0,113138,113218,
43,0,1,43,113221,115506,115506,116334,116334,0,0,0,0,1,0,0,0,116334,116434,0,116434,117349,
44,0,0,44,117352,119635,119635,120133,120133,0,0,1,1,0,0,0,0,120133,120233,0,120233,120296,
45,1,1,45,120299,122951,122951,123225,0,123225,0,3,1,0,0,0,0,0,0,0,0,0,
46,0,0,46,123378,123406,123406,123545,123545,0,0,0,1,0,0,0,0,123545,123645,0,123645,123757,
47,0,1,47,123760,126131,126131,126269,126269,0,0,0,0,1,0,0,0,126269,126369,0,126369,126425,
48,0,1,48,126428,128903,128903,129032,129032,0,0,2,0,1,0,0,0,129032,129132,0,129132,129145,
49,0,0,49,129148,132206,132206,132240,132240,0,0,0,1,0,0,0,0,132240,132340,0,132340,132368,
50,0,0,50,132371,134876,134876,135001,135001,0,0,0,1,0,0,0,0,135001,135101,0,135101,135113,
51,1,1,51,135116,137843,137843,137970,0,137970,0,1,1,0,0,0,0,0,0,0,0,0,
52,0,0,52,138123,138642,138642,138869,138869,0,0,1,1,0,0,0,0,138869,138969,0,138969,138988,
53,0,1,53,138991,141327,141327,141490,141490,0,0,0,0,1,0,0,0,141490,141590,0,141590,141710,
54,2,1,54,141713,144016,144016,145016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,0,1,55,145019,145153,145153,145182,145182,0,0,0,0,1,0,0,0,145182,145282,0,145282,145320,
56,0,1,56,145323,148247,148247,148468,148468,0,0,0,0,1,0,0,0,148468,148568,0,148568,148600,
57,0,1,57,148603,150920,150920,151872,151872,0,0,0,0,1,0,0,0,151872,151972,0,151972,152018,
58,2,1,58,152021,154178,154178,155178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,0,1,59,155181,155200,155200,155251,155251,0,0,0,0,1,0,0,0,155251,155351,0,155351,155479,
60,1,0,60,155482,158269,158269,158425,0,158425,0,0,0,1,0,0,0,0,0,0,0,0,
61,0,0,61,158578,158900,158900,158933,158933,0,0,0,1,0,0,0,0,158933,159033,0,159033,159121,
62,0,1,62,159124,161239,161239,161395,161395,0,0,0,0,1,0,0,0,161395,161495,0,161495,161504,
63,0,0,63,161507,163487,163487,164176,164176,0,0,1,1,0,0,0,0,164176,164276,0,164276,164314,
64,0,1,64,164317,166245,166245,166377,166377,0,0,0,0,1,0,0,0,166377,166477,0,166477,166499,
65,0,0,65,166502,168770,168770,168974,168974,0,0,2,1,0,0,0,0,168974,169074,0,169074,169096,
66,0,1,66,169099,170885,170885,171481,171481,0,0,0,0,1,0,0,0,171481,171581,0,171581,171601,
67,1,0,67,171604,173717,173717,173847,0,173847,0,0,0,1,0,0,0,0,0,0,0,0,
68,0,0,68,174000,174509,174509,174641,174641,0,0,1,1,0,0,0,0,174641,174741,0,174741,175011,
69,0,1,69,175014,177392,177392,177519,177519,0,0,0,0,1,0,0,0,177519,177619,0,177619,177689,
70,0,1,70,177692,179931,179931,180694,180694,0,0,0,0,1,0,0,0,180694,180794,0,180794,180861,
71,0,0,71,180864,182957,182957,183470,183470,0,0,1,1,0,0,0,0,183470,183570,0,183570,184029,
72,0,0,72,184032,185817,185817,185883,185883,0,0,0,1,0,0,0,0,185883,185983,0,185983,186106,
73,0,0,73,186109,189219,189219,189847,189847,0,0,1,1,0,0,0,0,189847,189947,0,189947,190341,
74,128,1,74,190344,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENDDATA
